testament,book_id,book_name,chapter,verse,word_index,o,r_before,r_after
ВЗ,exodus,Исход,35,21,14,יְהוָ֜ה,Яхве,Господь
ВЗ,exodus,Исход,35,22,21,לַיהוָֽה\׃,"к, Яхве","к, Господь"
ВЗ,exodus,Исход,35,24,8,יְהוָ֑ה,Яхве,Господь
ВЗ,exodus,Исход,35,29,12,יְהוָ֛ה,Яхве,Господь
ВЗ,exodus,Исход,35,29,20,לַיהוָֽה\׃\ \פ,"к, Яхве","к, Господь"
ВЗ,exodus,Исход,35,30,7,יְהוָ֖ה,Яхве,Господь
ВЗ,exodus,Исход,35,34,0,וּלְהוֹרֹ֖ת,"и, к, учить","и, понять"
ВЗ,exodus,Исход,36,1,9,יְהוָ֜ה,Яхве,Господь
ВЗ,exodus,Исход,36,1,23,יְהוָֽה\׃,Яхве,Господь
ВЗ,exodus,Исход,36,2,13,יְהוָ֛ה,Яхве,Господь
ВЗ,exodus,Исход,36,3,17,אֵלָ֥יו,"к, его",к нему
ВЗ,exodus,Исход,36,5,3,לֵּאמֹ֔ר,"к, говоря",говоря
ВЗ,exodus,Исход,36,5,12,יְהוָ֖ה,Яхве,Господь
ВЗ,exodus,Исход,36,6,5,לֵאמֹר֒,"к, говоря",говоря
ВЗ,exodus,Исход,36,6,14,וַיִּכָּלֵ֥א,"и, оно был рестраинед",и было рестраинед
ВЗ,exodus,Исход,36,7,7,וְהוֹתֵֽר\׃\ \ס,"и, оно был более чем енугх",и было более чем енугх
ВЗ,exodus,Исход,36,13,11,וַֽיְהִ֥י,"и, оно был",и было
ВЗ,exodus,Исход,38,22,12,יְהוָ֖ה,Яхве,Господь
ВЗ,exodus,Исход,38,24,7,וַיְהִ֣י\׀,"и, оно был",и было
ВЗ,exodus,Исход,38,27,0,וַיְהִ֗י,"и, оно был",и было
ВЗ,exodus,Исход,39,1,18,יְהוָ֖ה,Яхве,Господь
ВЗ,exodus,Исход,39,5,16,יְהוָ֖ה,Яхве,Господь
ВЗ,exodus,Исход,39,7,11,יְהוָ֖ה,Яхве,Господь
ВЗ,exodus,Исход,39,21,20,יְהוָ֖ה,Яхве,Господь
ВЗ,exodus,Исход,39,26,11,יְהוָ֖ה,Яхве,Господь
ВЗ,exodus,Исход,39,29,12,יְהוָ֖ה,Яхве,Господь
ВЗ,exodus,Исход,39,30,13,לַיהוָֽה\׃,"к, Яхве","к, Господь"
ВЗ,exodus,Исход,39,31,10,יְהוָ֖ה,Яхве,Господь
ВЗ,exodus,Исход,39,32,0,וַתֵּ֕כֶל,"и, оно был завершил",и было завершил
ВЗ,exodus,Исход,39,32,12,יְהוָ֛ה,Яхве,Господь
ВЗ,exodus,Исход,39,42,3,יְהוָ֖ה,Яхве,Господь
ВЗ,exodus,Исход,39,43,10,יְהוָ֖ה,Яхве,Господь
ВЗ,exodus,Исход,40,1,1,יְהוָ֖ה,Яхве,Господь
ВЗ,exodus,Исход,40,1,4,לֵּאמֹֽר\׃,"к, говоря",говоря
ВЗ,exodus,Исход,40,16,5,יְהוָ֛ה,Яхве,Господь
ВЗ,exodus,Исход,40,17,0,וַיְהִ֞י,"и, оно был",и было
ВЗ,exodus,Исход,40,19,13,יְהוָ֖ה,Яхве,Господь
ВЗ,exodus,Исход,40,21,15,יְהוָ֖ה,Яхве,Господь
ВЗ,exodus,Исход,40,23,5,יְהוָ֑ה,Яхве,Господь
ВЗ,exodus,Исход,40,23,8,יְהוָ֖ה,Яхве,Господь
ВЗ,exodus,Исход,40,25,3,יְהוָ֑ה,Яхве,Господь
ВЗ,exodus,Исход,40,25,6,יְהוָ֖ה,Яхве,Господь
ВЗ,exodus,Исход,40,27,6,יְהוָ֖ה,Яхве,Господь
ВЗ,exodus,Исход,40,29,16,יְהוָ֖ה,Яхве,Господь
ВЗ,exodus,Исход,40,32,10,יְהוָ֖ה,Яхве,Господь
ВЗ,exodus,Исход,40,34,6,יְהוָ֔ה,Яхве,Господь
ВЗ,exodus,Исход,40,35,12,יְהוָ֔ה,Яхве,Господь
ВЗ,exodus,Исход,40,38,2,יְהוָ֤ה,Яхве,Господь
ВЗ,leviticus,Левит,1,1,4,יְהוָה֙,Яхве,Господь
ВЗ,leviticus,Левит,1,1,5,אֵלָ֔יו,"к, его",к нему
ВЗ,leviticus,Левит,1,1,6,מֵאֹ֥הֶל,"от, шатёр",из шатра
ВЗ,leviticus,Левит,1,1,8,לֵאמֹֽר\׃,"к, говоря",говоря
ВЗ,leviticus,Левит,1,2,11,לַֽיהוָ֑ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,1,3,16,יְהוָֽה\׃,Яхве,Господь
ВЗ,leviticus,Левит,1,5,5,יְהוָ֑ה,Яхве,Господь
ВЗ,leviticus,Левит,1,9,13,לַֽיהוָֽה\׃\ \ס,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,1,11,7,יְהוָ֑ה,Яхве,Господь
ВЗ,leviticus,Левит,1,13,15,לַיהוָֽה\׃\ \פ,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,1,14,5,לַֽיהוָ֑ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,1,17,19,לַיהוָֽה\׃\ \ס,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,2,1,5,לַֽיהוָ֔ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,2,2,22,לַיהוָֽה\׃,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,2,3,8,יְהוָֽה\׃\ \ס,Яхве,Господь
ВЗ,leviticus,Левит,2,8,6,לַיהוָ֑ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,2,9,11,לַיהוָֽה\׃,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,2,10,8,יְהוָֽה\׃,Яхве,Господь
ВЗ,leviticus,Левит,2,11,4,לַיהוָ֔ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,2,11,17,לַֽיהוָֽה\׃,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,2,12,4,לַיהוָ֑ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,2,14,4,לַיהוָ֑ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,2,16,10,לַיהוָֽה\׃\ \פ,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,3,1,16,יְהוָֽה\׃,Яхве,Господь
ВЗ,leviticus,Левит,3,3,4,לַיהוָ֑ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,3,5,16,לַֽיהוָֽה\׃\ \פ,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,3,6,6,לַיהוָ֑ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,3,7,9,יְהוָֽה\׃,Яхве,Господь
ВЗ,leviticus,Левит,3,9,4,לַיהוָה֒,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,3,9,5,חֶלְבּוֹ֙,"тук, его",тук нему
ВЗ,leviticus,Левит,3,11,5,לַיהוָֽה\׃\ \פ,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,3,12,5,יְהוָֽה\׃,Яхве,Господь
ВЗ,leviticus,Левит,3,14,4,לַֽיהוָ֑ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,3,16,9,לַיהוָֽה\׃,"принадлежит к, Яхве","принадлежит к, Господь"
ВЗ,leviticus,Левит,4,1,1,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,4,1,4,לֵּאמֹֽר\׃,"к, говоря",говоря
ВЗ,leviticus,Левит,4,2,4,לֵאמֹר֒,"к, говоря",говоря
ВЗ,leviticus,Левит,4,2,11,יְהוָ֔ה,Яхве,Господь
ВЗ,leviticus,Левит,4,3,15,לַיהוָ֖ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,4,4,8,יְהוָ֑ה,Яхве,Господь
ВЗ,leviticus,Левит,4,4,19,יְהוָֽה\׃,Яхве,Господь
ВЗ,leviticus,Левит,4,6,11,יְהוָ֔ה,Яхве,Господь
ВЗ,leviticus,Левит,4,7,10,יְהוָ֔ה,Яхве,Господь
ВЗ,leviticus,Левит,4,13,13,יְהוָ֛ה,Яхве,Господь
ВЗ,leviticus,Левит,4,15,9,יְהוָ֑ה,Яхве,Господь
ВЗ,leviticus,Левит,4,15,14,יְהוָֽה\׃,Яхве,Господь
ВЗ,leviticus,Левит,4,17,9,יְהוָ֔ה,Яхве,Господь
ВЗ,leviticus,Левит,4,18,8,יְהוָ֔ה,Яхве,Господь
ВЗ,leviticus,Левит,4,19,2,חֶלְבּ֖וֹ,"тук, его",тук нему
ВЗ,leviticus,Левит,4,22,7,יְהוָ֨ה,Яхве,Господь
ВЗ,leviticus,Левит,4,23,2,אֵלָיו֙,"к, его",к нему
ВЗ,leviticus,Левит,4,24,13,יְהוָ֑ה,Яхве,Господь
ВЗ,leviticus,Левит,4,26,2,חֶלְבּוֹ֙,"тук, его",тук нему
ВЗ,leviticus,Левит,4,26,13,לֽוֹ\׃\ \פ,"к, его",к нему
ВЗ,leviticus,Левит,4,27,10,יְהוָ֛ה,Яхве,Господь
ВЗ,leviticus,Левит,4,28,2,אֵלָ֔יו,"к, его",к нему
ВЗ,leviticus,Левит,4,31,2,חֶלְבָּ֣הּ,"тук, его",тук нему
ВЗ,leviticus,Левит,4,31,15,לַיהוָ֑ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,4,31,20,לֽוֹ\׃\ \פ,"к, его",к нему
ВЗ,leviticus,Левит,4,35,2,חֶלְבָּ֣ה,"тук, его",тук нему
ВЗ,leviticus,Левит,4,35,16,יְהוָ֑ה,Яхве,Господь
ВЗ,leviticus,Левит,4,35,25,לֽוֹ\׃\ \פ,"к, его",к нему
ВЗ,leviticus,Левит,5,6,3,לַיהוָ֡ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,5,7,17,לַֽיהוָ֑ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,5,10,12,לֽוֹ\׃\ \ס,"к, его",к нему
ВЗ,leviticus,Левит,5,12,14,יְהוָ֑ה,Яхве,Господь
ВЗ,leviticus,Левит,5,13,10,ל֑וֹ,"к, его",к нему
ВЗ,leviticus,Левит,5,14,1,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,5,14,4,לֵּאמֹֽר\׃,"к, говоря",говоря
ВЗ,leviticus,Левит,5,15,7,יְהוָ֑ה,Яхве,Господь
ВЗ,leviticus,Левит,5,15,11,לַֽיהוָ֜ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,5,16,19,לֽוֹ\׃\ \פ,"к, его",к нему
ВЗ,leviticus,Левит,5,17,8,יְהוָ֔ה,Яхве,Господь
ВЗ,leviticus,Левит,5,18,20,לֽוֹ\׃,"к, его",к нему
ВЗ,leviticus,Левит,5,19,4,לַיהוָֽה\׃\ \פ,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,7,3,2,חֶלְבּ֖וֹ,"тук, его",тук нему
ВЗ,leviticus,Левит,7,5,5,לַיהוָ֑ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,7,7,9,ל֥וֹ,"к, его",к нему
ВЗ,leviticus,Левит,7,8,10,ל֥וֹ,"к, его",к нему
ВЗ,leviticus,Левит,7,9,13,ל֥וֹ,"к, его",к нему
ВЗ,leviticus,Левит,7,11,6,לַיהוָֽה\׃,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,7,14,6,לַיהוָ֑ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,7,14,12,ל֥וֹ,"к, его",к нему
ВЗ,leviticus,Левит,7,18,14,ל֖וֹ,"к, его",к нему
ВЗ,leviticus,Левит,7,20,7,לַיהוָ֔ה,"принадлежит к, Яхве","принадлежит к, Господь"
ВЗ,leviticus,Левит,7,21,19,לַיהוָ֑ה,"принадлежит к, Яхве","принадлежит к, Господь"
ВЗ,leviticus,Левит,7,22,1,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,7,22,4,לֵּאמֹֽר\׃,"к, говоря",говоря
ВЗ,leviticus,Левит,7,23,4,לֵאמֹ֑ר,"к, говоря",говоря
ВЗ,leviticus,Левит,7,25,10,לַיהוָ֑ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,7,28,1,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,7,28,4,לֵּאמֹֽר\׃,"к, говоря",говоря
ВЗ,leviticus,Левит,7,29,4,לֵאמֹ֑ר,"к, говоря",говоря
ВЗ,leviticus,Левит,7,29,9,לַיהוָ֔ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,7,29,13,לַיהוָ֖ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,7,30,4,יְהוָ֑ה,Яхве,Господь
ВЗ,leviticus,Левит,7,30,16,יְהוָֽה\׃,Яхве,Господь
ВЗ,leviticus,Левит,7,33,8,ל֧וֹ,"к, его",к нему
ВЗ,leviticus,Левит,7,35,6,יְהוָ֑ה,Яхве,Господь
ВЗ,leviticus,Левит,7,35,11,לַיהוָֽה\׃,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,7,36,2,יְהוָ֜ה,Яхве,Господь
ВЗ,leviticus,Левит,7,38,2,יְהוָ֛ה,Яхве,Господь
ВЗ,leviticus,Левит,7,38,15,לַיהוָ֖ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,8,1,1,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,8,1,4,לֵּאמֹֽר\׃,"к, говоря",говоря
ВЗ,leviticus,Левит,8,4,4,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,8,5,8,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,8,7,20,ל֖וֹ,"к, его",к нему
ВЗ,leviticus,Левит,8,9,18,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,8,13,15,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,8,17,14,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,8,21,18,לַיהוָ֔ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,8,21,21,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,8,26,4,יְהוָ֗ה,Яхве,Господь
ВЗ,leviticus,Левит,8,27,13,יְהוָֽה\׃,Яхве,Господь
ВЗ,leviticus,Левит,8,28,15,לַיהוָֽה\׃,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,8,29,7,יְהוָ֑ה,Яхве,Господь
ВЗ,leviticus,Левит,8,29,15,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,8,31,22,לֵאמֹ֔ר,"к, говоря",говоря
ВЗ,leviticus,Левит,8,34,5,יְהוָ֛ה,Яхве,Господь
ВЗ,leviticus,Левит,8,35,10,מִשְׁמֶ֥רֶת,дутй,долг
ВЗ,leviticus,Левит,8,35,11,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,8,36,8,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,9,1,0,וַיְהִי֙,"и, оно был",и было
ВЗ,leviticus,Левит,9,2,14,יְהוָֽה\׃,Яхве,Господь
ВЗ,leviticus,Левит,9,3,4,לֵאמֹ֑ר,"к, говоря",говоря
ВЗ,leviticus,Левит,9,4,5,יְהוָ֔ה,Яхве,Господь
ВЗ,leviticus,Левит,9,4,11,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,9,5,14,יְהוָֽה\׃,Яхве,Господь
ВЗ,leviticus,Левит,9,6,6,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,9,6,11,יְהוָֽה\׃,Яхве,Господь
ВЗ,leviticus,Левит,9,7,24,יְהוָֽה\׃,Яхве,Господь
ВЗ,leviticus,Левит,9,9,5,אֵלָיו֒,"к, его",к нему
ВЗ,leviticus,Левит,9,10,14,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,9,12,6,אֵלָיו֙,"к, его",к нему
ВЗ,leviticus,Левит,9,13,3,אֵלָ֛יו,"к, его",к нему
ВЗ,leviticus,Левит,9,18,14,אֵלָ֔יו,"к, его",к нему
ВЗ,leviticus,Левит,9,21,9,יְהוָ֑ה,Яхве,Господь
ВЗ,leviticus,Левит,9,23,12,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,9,24,3,יְהוָ֔ה,Яхве,Господь
ВЗ,leviticus,Левит,10,1,15,יְהוָה֙,Яхве,Господь
ВЗ,leviticus,Левит,10,2,3,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,10,2,8,יְהוָֽה\׃,Яхве,Господь
ВЗ,leviticus,Левит,10,3,7,יְהוָ֤ה\׀,Яхве,Господь
ВЗ,leviticus,Левит,10,3,8,לֵאמֹר֙,"к, говоря",говоря
ВЗ,leviticus,Левит,10,6,28,יְהוָֽה\׃,Яхве,Господь
ВЗ,leviticus,Левит,10,7,10,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,10,8,1,יְהוָ֔ה,Яхве,Господь
ВЗ,leviticus,Левит,10,8,4,לֵאמֹֽר\׃,"к, говоря",говоря
ВЗ,leviticus,Левит,10,11,0,וּלְהוֹרֹ֖ת,"и, к, учить","и, понять"
ВЗ,leviticus,Левит,10,11,9,יְהוָ֛ה,Яхве,Господь
ВЗ,leviticus,Левит,10,12,15,יְהוָ֔ה,Яхве,Господь
ВЗ,leviticus,Левит,10,13,10,יְהוָ֑ה,Яхве,Господь
ВЗ,leviticus,Левит,10,15,11,יְהוָ֑ה,Яхве,Господь
ВЗ,leviticus,Левит,10,15,20,יְהוָֽה\׃,Яхве,Господь
ВЗ,leviticus,Левит,10,16,16,לֵאמֹֽר\׃,"к, говоря",говоря
ВЗ,leviticus,Левит,10,17,21,יְהוָֽה\׃,Яхве,Господь
ВЗ,leviticus,Левит,10,19,12,יְהוָ֔ה,Яхве,Господь
ВЗ,leviticus,Левит,10,19,21,יְהוָֽה\׃,Яхве,Господь
ВЗ,leviticus,Левит,10,20,2,וַיִּיטַ֖ב,"и, оно был хороший",и было хороший
ВЗ,leviticus,Левит,11,1,1,יְהוָ֛ה,Яхве,Господь
ВЗ,leviticus,Левит,11,1,6,לֵאמֹ֥ר,"к, говоря",говоря
ВЗ,leviticus,Левит,11,2,4,לֵאמֹ֑ר,"к, говоря",говоря
ВЗ,leviticus,Левит,11,44,2,יְהוָה֮,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,11,45,2,יְהוָ֗ה,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,12,1,1,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,12,1,4,לֵּאמֹֽר\׃,"к, говоря",говоря
ВЗ,leviticus,Левит,12,2,4,לֵאמֹ֔ר,"к, говоря",говоря
ВЗ,leviticus,Левит,12,7,2,יְהוָה֙,Яхве,Господь
ВЗ,leviticus,Левит,13,1,1,יְהוָ֔ה,Яхве,Господь
ВЗ,leviticus,Левит,13,1,6,לֵאמֹֽר\׃,"к, говоря",говоря
ВЗ,leviticus,Левит,14,1,1,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,14,1,4,לֵּאמֹֽר\׃,"к, говоря",говоря
ВЗ,leviticus,Левит,14,11,8,יְהוָ֔ה,Яхве,Господь
ВЗ,leviticus,Левит,14,12,15,יְהוָֽה\׃,Яхве,Господь
ВЗ,leviticus,Левит,14,16,18,יְהוָֽה\׃,Яхве,Господь
ВЗ,leviticus,Левит,14,18,14,יְהוָֽה\׃,Яхве,Господь
ВЗ,leviticus,Левит,14,23,12,יְהוָֽה\׃,Яхве,Господь
ВЗ,leviticus,Левит,14,24,13,יְהוָֽה\׃,Яхве,Господь
ВЗ,leviticus,Левит,14,27,13,יְהוָֽה\׃,Яхве,Господь
ВЗ,leviticus,Левит,14,29,14,יְהוָֽה\׃,Яхве,Господь
ВЗ,leviticus,Левит,14,31,17,יְהוָֽה\׃,Яхве,Господь
ВЗ,leviticus,Левит,14,33,1,יְהוָ֔ה,Яхве,Господь
ВЗ,leviticus,Левит,14,33,6,לֵאמֹֽר\׃,"к, говоря",говоря
ВЗ,leviticus,Левит,14,35,2,ל֣וֹ,"принадлежит к, его",принадлежит к нему
ВЗ,leviticus,Левит,14,35,6,לֵאמֹ֑ר,"к, говоря",говоря
ВЗ,leviticus,Левит,14,57,0,לְהוֹרֹ֕ת,"к, учить",понять
ВЗ,leviticus,Левит,15,1,1,יְהוָ֔ה,Яхве,Господь
ВЗ,leviticus,Левит,15,1,6,לֵאמֹֽר\׃,"к, говоря",говоря
ВЗ,leviticus,Левит,15,14,12,יְהוָ֗ה,Яхве,Господь
ВЗ,leviticus,Левит,15,15,11,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,15,30,12,יְהוָ֔ה,Яхве,Господь
ВЗ,leviticus,Левит,16,1,1,יְהוָה֙,Яхве,Господь
ВЗ,leviticus,Левит,16,1,11,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,16,2,1,יְהוָ֜ה,Яхве,Господь
ВЗ,leviticus,Левит,16,7,7,יְהוָ֔ה,Яхве,Господь
ВЗ,leviticus,Левит,16,8,8,לַיהוָ֔ה,"для, Яхве","для, Господь"
ВЗ,leviticus,Левит,16,9,5,עָלָ֥ה,оно пришёл вверх,было вверх
ВЗ,leviticus,Левит,16,9,8,לַיהוָ֑ה,"для, Яхве","для, Господь"
ВЗ,leviticus,Левит,16,10,2,עָלָ֨ה,оно пришёл вверх,было вверх
ВЗ,leviticus,Левит,16,10,9,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,16,12,8,יְהוָ֔ה,Яхве,Господь
ВЗ,leviticus,Левит,16,13,6,יְהוָ֑ה,Яхве,Господь
ВЗ,leviticus,Левит,16,18,5,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,16,30,10,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,16,34,16,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,17,1,1,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,17,1,4,לֵּאמֹֽר\׃,"к, говоря",говоря
ВЗ,leviticus,Левит,17,2,15,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,17,2,16,לֵאמֹֽר\׃,"к, говоря",говоря
ВЗ,leviticus,Левит,17,4,8,לַֽיהוָ֔ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,17,4,11,יְהוָ֑ה,Яхве,Господь
ВЗ,leviticus,Левит,17,5,14,לַֽיהוָ֗ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,17,5,24,לַֽיהוָ֖ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,17,6,6,יְהוָ֔ה,Яхве,Господь
ВЗ,leviticus,Левит,17,6,14,לַיהוָֽה\׃,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,17,9,8,לַיהוָ֑ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,18,1,1,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,18,1,4,לֵּאמֹֽר\׃,"к, говоря",говоря
ВЗ,leviticus,Левит,18,2,7,יְהוָ֥ה,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,18,4,9,יְהוָ֥ה,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,18,5,12,יְהוָֽה\׃\ \ס,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,18,6,11,יְהוָֽה\׃\ \ס,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,18,21,11,יְהוָֽה\׃,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,18,30,2,מִשְׁמַרְתִּ֗י,"дутй, мой","долг, мой"
ВЗ,leviticus,Левит,18,30,14,יְהוָ֥ה,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,19,1,1,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,19,1,4,לֵּאמֹֽר,"к, говоря",говоря
ВЗ,leviticus,Левит,19,2,13,יְהוָ֥ה,Яхве,Господь
ВЗ,leviticus,Левит,19,3,8,יְהוָ֥ה,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,19,4,10,יְהוָ֥ה,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,19,5,4,לַיהוָ֑ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,19,8,6,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,19,10,12,יְהוָ֥ה,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,19,12,9,יְהוָֽה\׃,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,19,14,11,יְהוָֽה\׃,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,19,16,10,יְהוָֽה\׃,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,19,18,11,יְהוָֽה\׃,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,19,21,3,לַֽיהוָ֔ה,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,19,22,6,יְהוָ֔ה,Яхве,Господь
ВЗ,leviticus,Левит,19,22,12,ל֔וֹ,"к, его",к нему
ВЗ,leviticus,Левит,19,24,7,לַיהוָֽה\׃,"к, Яхве","к, Господь"
ВЗ,leviticus,Левит,19,25,9,יְהוָ֥ה,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,19,28,11,יְהוָֽה\׃,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,19,30,6,יְהוָֽה\׃,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,19,31,11,יְהוָ֥ה,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,19,32,9,יְהוָֽה\׃\ \פ,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,19,34,8,לוֹ֙,"к, его",к нему
ВЗ,leviticus,Левит,19,34,16,יְהוָ֥ה,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,19,36,11,יְהוָ֣ה,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,19,37,10,יְהוָֽה\׃\ \פ,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,20,1,1,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,20,1,4,לֵּאמֹֽר\׃,"к, говоря",говоря
ВЗ,leviticus,Левит,20,7,5,יְהוָ֖ה,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,20,8,6,יְהוָ֖ה,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,20,24,16,יְהוָ֣ה,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,20,26,6,יְהוָ֑ה,Яхве,Господь
ВЗ,leviticus,Левит,21,1,1,יְהוָה֙,Яхве,Господь
ВЗ,leviticus,Левит,21,2,4,אֵלָ֑יו,"к, его",к нему
ВЗ,leviticus,Левит,21,3,3,אֵלָ֔יו,"к, его",к нему
ВЗ,leviticus,Левит,21,6,10,יְהוָ֜ה,Яхве,Господь
ВЗ,leviticus,Левит,21,8,13,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,21,12,16,יְהוָֽה\׃,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,21,15,6,יְהוָ֖ה,есмь Яхве,есмь Господь
ВЗ,leviticus,Левит,21,16,1,יְהוָ֖ה,Яхве,Господь
ВЗ,leviticus,Левит,21,16,4,לֵּאמֹֽר\׃,"к, говоря",говоря
ВЗ,leviticus,Левит,21,17,3,לֵאמֹ֑ר,"к, говоря",говоря
ВЗ,leviticus,Левит,21,21,13,יְהוָ֑ה,Яхве,Господь
